mediaeval medieval
mechanisms mechanism
incontrovertible irrefutable
cooperative collaborative
injured wounded
evacuating evacuate
centerpiece centrepiece
irrefutable incontrovertible
demoralise demoralize
competition competitions
enmity animosity
steps step
antiquated outdated
congratulate congratulating
astonishingly surprisingly
laborers labourers
northwestern northwest
contradictory conflicting
revolt rebellion
domination dominance
materialist materialistic
annoying irritating
concentrate concentrated
orbiting orbit
martyred martyr
resolutions resolution
weight weighed
weight weighing
weights weighed
weighted weighed
normally usually
pumps pumping
argentine argentinean
sulphate sulfate
require required
behaviour behavior
gelatin gelatine
gonorrhea gonorrhoea
lawfully legally
manufacturers makers
catalog catalogue
capabilities capacities
complicated complex
reaffirm reiterated
reaffirmed reiterate
reaffirmed reiterated
reaffirm reiterate
fiber fibre
anatomic anatomical
simultaneously concurrently
ready prepared
stabilised stabilized
stabilised stabilize
stabilised stabilizing
frightened scared
wounded injured
anatomical anatomic
hutu hutus
catastrophic disastrous
resetting reset
encyclopaedias encyclopedias
felling falling
labourers laborers
hemoglobin haemoglobin
patients patient
encourage encourages
deploy deploying
maneuvering maneuver
offences offenses
skeptical sceptical
drunken drunk
delegations delegation
disquieting troubling
meters metre
meters metres
surreal surrealistic
stringent strict
stringent stricter
lock locking
approximately roughly
straightjacket straitjacket
hidden hides
unavoidably inevitably
indispensable essential
worldwide globally
parameters parameter
cancelled canceled
spies spying
frequently often
incontrovertible indisputable
dominance domination
neighbourhoods neighborhoods
unmanageable uncontrollable
enterprises enterprise
thereafter afterwards
phone telephone
important significant
standards standard
switch switching
cooperated cooperation
orphaned orphan
restoring restore
humour humor
organisations organizations
unintentionally inadvertently
dissertation thesis
lobby lobbying
calorie calories
licence licensed
phosphorous phosphorus
centers centres
parameter parameters
unlocked unblocked
simplifying simplify
ok okay
modifying modify
changes change
soy soya
civilizations civilisations
suppressed repressed
adjoining adjacent
refugee refugees
flourishing thriving
hides hidden
pirated pirates
fibres fibers
certainly surely
programmes programme
rouble ruble
acknowledgement acknowledgment
prolonged protracted
quick quickly
assist assisting
maintained retained
fight struggled
fought struggled
child children
brave courageous
tram tramway
revisions revision
centres centre
expansion expanded
properly appropriately
straitjacket straightjacket
expenses expenditures
astonishing astounding
needed necessary
prepared ready
reducing reduce
functioning function
kiss kissing
promoting promote
abattoir slaughterhouse
transmitted transmit
hutus hutu
courageously boldly
dependence dependency
confectionery confectionary
sewage sewerage
collected collection
builds built
definitively definitely
rename renaming
makers manufacturers
behavior behaviour
pediatrician paediatrician
staffing staff
examines investigates
outrage indignation
governments government
communicate communicating
argentinian argentinean
orphan orphaned
favoritism favouritism
northern north
countless innumerable
center centre
soya soybean
commemorated celebrated
commemorate celebrated
regulation regulations
resolution resolutions
insurgency insurrection
cost costs
counsellors counselors
vehicle vehicles
compress compressing
exams examinations
winning win
ensure ensuring
integrating integration
leukemia leukaemia
exceedingly extremely
generally usually
grew growth
built builds
consistent coherent
tumours tumors
counterfeit counterfeiting
thriving flourishing
favourably favorably
logistic logistical
reduced reduction
reducing reduction
investigates examines
capability capacity
blonde blond
struggled fight
struggled fought
cooperation collaboration
shiite shia
coordinates coordinate
promote promoting
terrific fantastic
split splitting
channelling channeling
macao macau
organized organised
organizing organised
partnerships partnership
incarceration imprisonment
achievement accomplishment
phosphorus phosphorous
goals objective
goals objectives
assess assessing
labors labours
colored coloured
colored colour
soybean soy
reduction reduced
reduction reducing
costly expensive
sulphate sulfate
calories calorie
compressing compress
judgement judgment
emigrate immigrate
vehicle vehicles
telephone phone
analogue analog
expanded expand
maneuver maneuvering
phone telephone
shares sharing
barbarism barbarity
expanding expand
energetically vigorously
labours labors
maximize maximise
pointless meaningless
oversee supervise
incorrect inaccurate
essentially basically
indignation outrage
check checking
clarified clarification
clarifying clarification
argentinean argentinian
tumors tumours
annihilate exterminate
centres centers
orphan orphans
partnership partnerships
regulation regulations
prevent preventing
updated update
updated updates
government governments
rarely seldom
segregated separated
chimp chimpanzee
verify verifying
explore explored
skills skill
objective goals
objectives goals
impotence powerlessness
items item
clarification clarified
clarification clarifying
uploaded downloaded
observer observers
reportedly allegedly
organisations organizations
collaboration cooperates
broaden expanded
broaden expand
retained maintained
protections protective
adviser advisor
dormitories dorms
items item
judgment judgement
diffuse diffused
capability capabilities
bazaar bazar
arbiter arbitrator
specializing specialising
specialized specialising
acknowledges recognizes
mercilessly ruthlessly
resolutions resolution
convention conventions
swiftly quickly
narcotics narcotic
envelope envelops
mammals mammal
tilting tilt
herding herds
mirrored mirrors
purchaser buyer
teacher teachers
seminars seminar
impede hinder
increased risen
increased rise
increase risen
increasing risen
ensuring ensure
jeopardized jeopardised
limited restricted
hemorrhaging hemorrhage
preventative preventive
ceased discontinued
organising organizing
input inputs
civilisations civilizations
drumming drum
descendent descendant
dependant dependent
fibre fiber
coloured colored
colour colored
windshield windscreen
immigrant immigrants
nepali nepalese
color colour
vehicles vehicle
repressed suppressed
discard discarding
gonorrhoea gonorrhea
communication communicated
thesis dissertation
wipes wiping
uneasiness unease
vehicles vehicle
opposes oppose
download downloaded
halting halt
negotiate negotiating
determine determining
ban banning
ambience ambiance
humor humour
someone somebody
synchronize synchronise
spraying spray
observers observer
feasible achievable
tendering tender
probability likelihood
host hosts
potentials potential
civilizations civilisations
resolution resolutions
unlawfully illegally
update updated
explored explore
resolutions resolution
organizations organisations
center centre
centers centres
centers centre
center centres
principally predominantly
unanticipated unforeseen
organised organized
organised organizing
